userid,content,star_rating,time
luri****,배송도빠르고 좋았어요,5,2020-09-19T06:18:55.586+00:00
fory******,튼튼하고 좋아요~~ 매우 편리합니다 ^^,5,2020-09-16T00:49:01.230+00:00
cons***,다 좋은데 한데 한여름에는 얼음이 너무 빨리 녹더라고요... 이 점만 아니면 정말 좋아요,5,2020-09-06T07:40:07.626+00:00
park****,여름내내 스무디 넣어서 잘 먹었습니다,5,2020-10-07T01:41:46.634+00:00
jms6***,리유저블 컵을 좋아해서 평소에도 사용을하다가 몇개 더 구매합니다. 역시 가볍고 좋네요,5,2020-09-25T12:43:31.304+00:00
kell****,배송 빠르고 이상 없이 왓어요,5,2020-10-08T10:01:32.067+00:00
endd*****,젛아요 선물로 줬는데 엄청 좋아하네욤,5,2020-10-06T08:48:01.494+00:00
lulu****,생각보다 컬러가 연했어요. 그래도 콜드 핫 넣기에 무난하고 좋은것같아요~,4,2020-09-23T06:27:06.474+00:00
dutl******,기능성이 조금 걱정되요 ㅜㅜ,4,2020-10-11T09:23:57.801+00:00
cjs4*****,큰 사이즈 텀블러가 필요해서 찾던 중에 구입하게 됐어요 디자인 깔끔하고 용량도 커서 너무 만족하며 사용중입니다!,5,2020-08-27T07:34:49.000+00:00
ymky******,가볍게 쓰기 좋습니다^^,5,2020-10-11T11:11:12.199+00:00
oung***,원하는 디자인이라 너무 좋아요 근데 사이즈가 조금만 더 작았으면 딱 좋았을듯 ㅠ,5,2020-09-20T05:03:41.737+00:00
pooh****,배송더 빠르고 좋아요~맘에들어요,5,2020-09-07T09:35:28.805+00:00
misu*****,집애서 늘 재활용해서 아이스커피 타서 먹었는데 이 콜드텀블러에 빨대꽂아 먹으려구요..,3,2020-09-25T12:48:55.000+00:00
skk1***,가볍고  물의  양이  많아서  수분흡수하는데  도움이  되요.,5,2020-09-07T08:00:26.928+00:00
po90****,배송빠릅니다~여름에 사용하기 좋아요!,5,2020-08-30T08:07:55.000+00:00
soor*****,그냥 일회용컵같아요ㅜㅜ 스벅로고보며 위안삼아보아요 사용전이예요,3,2020-09-05T02:36:07.000+00:00
cros******,가볍고 들고다니기 좋아요!,5,2020-09-13T05:08:23.757+00:00
tnal*****,컨페티 골고루 퍼져있어서 더 예뻐요 ㅎㅎ 2개 시켰는데 2개 다 완전 만족! 다만 제가 미지근한물을 주로 먹다보니 알록달록 예쁜 색들을 보려면 차가운 물을 마셔야해요 ㅜㅜ 흑흑 그래도 만족합니다 하루에 이 텀블러로 2번 가득 채워먹으니 건강도 챙기고 좋은 것 같아요! 추천해요 ㅎㅅㅎ,5,2020-08-12T14:05:51.000+00:00
kmju****,가볍게 쓰기 좋아요 배송도 빨랐어요~,5,2020-09-23T14:03:24.208+00:00
c200****,일회용  얼음컵  매번  사서 쓰기  싫어서  구매했는데  마음에  들어요. 커피  안먹어서  여름에  아이스티  타가지고  다니려고  구매했어요~대용량이라  더  좋아요!!,5,2020-08-19T11:44:44.000+00:00
grac*******,예쁘고 가벼워서 잘들고다녀요 다만 리유저블 특성상 서리가 잘 생겨 홀더필수!,5,2020-08-31T13:02:46.000+00:00
bon_***,재구매입니다 잘쓰고있어요,5,2020-10-02T03:07:09.874+00:00
pjtm***,스타벅스 가서 쓸 벤티 컵이 필요했는데 마침 좋은걸 발견해서 잘 쓰고 있습니다 배송도 빠르고 사진보다 더 튼튼해서 좋네요!,5,2020-08-24T08:08:51.000+00:00
ann9***,가볍고 좋아요~여름에 완전 잘 사용 했어요!!,5,2020-09-21T07:59:23.994+00:00
dbse****,선물용으로 벌써 두번째 구매입니다! 사장님께서 너무 친절하셔서 두번째 구매에는 두배 더 만족입니다!!ㅠㅠ 제품도 꼼꼼하고 정말 깔끔한 상태로 보내주시구 배송도 바로 해주셔서 정말 감사합니다!! 이번에도 정말 만족스러운 선물이 될 것 같습니다^^ 서비스로 색상 선택까지 물어보셔서 민트색상 규조또도 보내주시고ㅠㅠ 너무 감사해서 제품 받자마자 바로 후기 올립니다!  사진처럼 선물용으로 쇼핑백에 넣으면 딱이에요!! 또 놀러오겠습니다! 번창하세요^^,5,2020-07-08T12:45:46.000+00:00
als9***,물이 맺혀서 들고 다니기엔 좀   사무실에선 사용하긴 좋아요,4,2020-09-03T04:23:01.000+00:00
no****,정품이 아니면 어쩌나 걱정했는데~~ 제품을 받아서  사용해보니  정품이 맞네요~~~^^ 대박나세요,5,2020-09-14T00:41:31.399+00:00
smst****,잘 쓰고 또 필요하면 재구매,5,2020-09-30T08:38:18.099+00:00
dhfo***,화면이랑 같고 하자없는 상품 잘받았어요.,5,2020-09-25T00:39:25.502+00:00
eve6*****,뚜껑이 너무 잘열려요 디자인은 이브고 좋지만 고정도 안되고..잘 안써요,2,2020-08-26T23:46:33.000+00:00
s9l1***,일단 세상 가벼워서 너무 좋았고 가벼워서 간편하게 들고다니기에 최고인 것 같애요 ^^,5,2020-08-27T07:53:54.000+00:00
io****,한 달 넘게 애용하고 있어요. 가볍고 음료도 잘 안 흐르고 먹기도 편해요.,5,2020-08-29T02:21:01.000+00:00
tjgm********,차가움이유지되진않은데좋아요!,4,2020-09-25T00:53:51.235+00:00
gita*****,차가운거 담으면 물기 많이 생겨요   싸고 가벼운맛에 쓰려구요^ ^  집에서 미지근한 물 많이 마시려고 구매해요,5,2020-08-22T09:48:15.000+00:00
jms6***,배송도 빠르고 제품도 가볍고 좋습니다.,5,2020-09-25T12:43:59.772+00:00
uc****,가격대비 사용하기 편리합니다,5,2020-09-21T03:27:43.713+00:00
sara*****,가볍고 튼튼하고 빨대까지 넘 좋아요 다만 사이즈가 좀 작았으면 하는 아쉬움이 있네요,4,2020-08-24T02:36:26.000+00:00
whna****,좋아요 다만 뜨거운 걸 못 담을 뿐ㅠㅠ,5,2020-08-29T03:44:35.000+00:00
uc****,사무실 차량에서도 사용이편리합니다,5,2020-09-21T03:27:18.866+00:00
ahff*****,선물하기좋아요 판매자왕친절,5,2020-08-24T14:38:20.000+00:00
euge*******,좋앙요 걍 무난템 ㅎ,5,2020-09-28T13:50:39.285+00:00
ansd****,넘 예쁩니당 재구매 의사잇어용,5,2020-09-01T05:07:53.000+00:00
cjs4*****,잘쓰고 있어요♡ 심플하니 너무 예뻐요,5,2020-09-17T02:21:55.063+00:00
yous****,세척하고기도편하고 디자인도이쁘네요,5,2020-09-19T04:10:06.248+00:00
uc****,간편하게 사용해보세요 어디서나 사용이편리합니다,5,2020-09-21T03:26:50.845+00:00
jhke******,사이즈도 디자인도 모두 좋아요~~~~,5,2020-09-18T08:32:54.671+00:00
yyyj***,사진과 같은 모습이에요 편하게 잘쓸것같아요 감사합니다,5,2020-09-15T01:52:46.331+00:00
no****,와이프꺼랑 제꺼랑 2set 구매하여 사용중입니다. 사용함에 있어 불편함이 없으며  아주 맘에 쏙 드네요~^^,5,2020-09-14T00:40:12.521+00:00
kim0*****,아주 좋아요!! 차가운 음료를 자주 먹는 편인데 집에 콜드컵이 없어서 하나 샀어요~ 빨대는 원래 쓰던게 있어서 잘 맞을까 했는데 잘 맞아서 다행이었어요! 두 개 살걸 후회합니다ㅜㅜ엄마도 보시더니 예쁘다고 하나 더 구매해달라고 하셔서 구매하려구요!! 번창하세요ㅎㅎ,5,2020-07-23T10:18:02.000+00:00
wlsg******,가볍고 저렴한 가격에 잘 샀어요 ㅎㅎㅎ,5,2020-08-30T05:54:14.000+00:00
adcs****,저는 너무 잘쓰고 잇어요 지인이 어디사 산물받앗다는데 그거는 커피물도 들고 별류.. 근데 이거는 하얗게 잘쓰고 잇습니당 ㅎㅎㅎ 사무실에 잇어서 사진은 없어용,5,2020-08-30T02:55:47.000+00:00
wjdw******,예쁘고 가벼워서 잘 들고 다닙니다! 감사합니다:),4,2020-08-27T04:36:36.000+00:00
opqw***,운동하고 공부할때 좋음,4,2020-09-22T05:21:11.503+00:00
kjw4*****,너무 가벼워서 좋았도 뚜껑도 정말 잘 닫히고 닦을때도 손이 들어가서 좋아요!!,5,2020-08-22T10:21:03.000+00:00
chin********,사무실에서 물 많이 먹으려고 샀어요~ 생각보다 크지 않고 가벼워서 좋아용! 작은 텀블러에 물 채우러 왔다갔다 하기 귀찮아서 700ml짜리 산건데  빨대로 물 마시기가 편하다보니 결국 물만 더 많이 먹고 금방 다시 채워야해요ㅋㅋㅋ 빨대랑 세척솔도 있지만 닦아 쓰기 귀찮을 듯 해서 빨대는 따로 일회용 대량구매할까 해요   잘쓸게용👍,5,2020-07-23T00:47:39.000+00:00
chm0***,배송이 조금 늦엇는데 만족스러워요,4,2020-08-26T15:38:55.000+00:00
kimt********,코로나때문에 개인 물병으로 학교에서 물을 마시는데 사용하기에 정말 좋아요,5,2020-09-10T06:41:05.758+00:00
sasa******,두말하면 잔소리죠! 최고!!!,5,2020-09-22T09:37:30.929+00:00
gyru*****,다 좋은데 컵 밖으로 물이 너무 많이 생겨서 컵받침 필수인듯,4,2020-08-25T05:25:52.000+00:00
nsua****,너무 잘쓰고 있는 컵이예요! 디자인도 깔끔하고 좋습니다ㅎㅎ,4,2020-09-04T12:32:56.000+00:00
dp****,제가 쓰고 너무 좋아서 친구한테 선물로 보냈어요 최고에요,5,2020-08-31T05:08:33.000+00:00
do****,유리컵쓰다 제가 다 깨먹어서 구매했습니다 ㅎㅎ 무난하게 쓰기 좋아요 ㅎㅎ,5,2020-08-15T10:26:18.000+00:00
zero****,가볍고 좋아요... 시간이 흐르니 색이 좀 변하는듯합니다,3,2020-09-08T05:24:25.498+00:00
hrki******,유용하게 잘 사용하고 있답니다,5,2020-08-27T22:52:43.000+00:00
fish********,배송 빠르고 물건 좋습니다.,4,2020-09-16T03:35:09.498+00:00
goeu****,꺅 너무 예뻐요 가볍고 세척도 편해서 너무 맘에들어요ㅜㅜ,5,2020-08-20T11:44:29.000+00:00
kwn0*****,너무 좋고 잘사용하고있습니다!8,5,2020-09-14T16:22:39.530+00:00
chun******,선물받아 사용하던 리유저블 텀블러가 좋으서 주변 선물용으로 구매했습니다. 선물용으로 포장도 함께 요청하였는데 정성스럽게 포장해주셨어요! 만족합니다. 가격도 적당하고 다음에도 종종이용할 것 같아요!!!,5,2020-07-23T13:36:01.000+00:00
hjh4***,한달넘게 쓰고 있는데 새지도 않고 좋아요  다만 보냉 잘 안되긴하지만 그래도 가볍고해서 좋아요,5,2020-08-08T09:53:11.000+00:00
kims*****,배송도 정말 빠르고 좋아요 필요했던건데 잘 쓰고있어요,5,2020-09-06T10:02:53.287+00:00
wa****,올 여름 정말 알차게 사용중이네요~ 가벼워서 갖고 다니는데 큰 무리 없어요~~ 완전 만족 스러워요~~,5,2020-08-11T05:29:55.000+00:00
ahff*****,선물하기좋아요 굿굿,5,2020-08-24T14:37:49.000+00:00
yesj*****,배송빨라요!! 사이즈도 생각보다 커서 놀랐어요 너무 이뻐요 ~ 빨대 세척하는것도 좋아서 좋네요,5,2020-07-31T04:58:43.000+00:00
dbsg******,디자인도 이쁘고 사용 잘하고 있었는데 어느 순간 변색이되더라고요 ㅠㅠ,3,2020-09-05T23:16:55.027+00:00
tiam***,그냥 저냥 쓰기 편해요 ㅋㅋ 잘쓰고 있습니다,4,2020-08-16T02:56:15.000+00:00
coje****,스타벅스 콜드컵은 너무 무겁고 리유저블 컵이 딱 좋은거 같아요. 빨대 청소 솔도 주셔서 잘 쓰겠습니다.,5,2020-08-22T11:43:32.000+00:00
hees******,가볍고 길이도 길어서 좋아요 오래 잘 쓸거같아요 !!!!,5,2020-08-12T09:59:49.000+00:00
song****,휴대용으로는 별로예요,5,2020-08-25T04:47:16.000+00:00
song****,휴대용으로는 별로예요,4,2020-08-25T04:46:11.000+00:00
es****,너무너무 이쁘고 튼튼해요 오래동안 잘 할게요,5,2020-09-05T03:50:52.000+00:00
k070***,배송도 엄청 빠르고  무엇보다 정말 예뻐요! 그냥 물만 담아마셔도 영롱해서 기분이 좋아집니다. 선물용으로도 좋은거 같아요. 다음에 또 사야겠어요!,5,2020-07-24T10:40:54.000+00:00
qjel*****,배송빠르고 원하는 디자인에 깔끔하기까지! 크기도 원하는 크기여서 넘 만족스러워용ㅎㅎ,5,2020-08-03T11:19:07.000+00:00
ebko****,만족 식기세척기 사용도 되네요 ㅎㅎ,5,2020-08-23T08:44:37.000+00:00
dldy******,음좀 좋은것 같아요 ㅎㅎ,5,2020-08-26T08:01:34.000+00:00
name********,집에서도 잘쓰고있어요~,5,2020-08-24T05:41:05.000+00:00
heyw******,기존에 있던 콜드컵을 잃어버려서ㅠㅡㅠ 급하게 주문했는데 오히려 원래 샀던곳보다 퀄리티가 좋더라구요! 원래 스타벅스 텀블러라고있능게 다 스테인레스로되어있어서 무거워서 잘안들고다니게됬었는데 관리하기도 좋구 가벼워서 넘 좋아용 대만족🥰,5,2020-07-12T13:08:28.000+00:00
alsk*****,보온이 안되는게 좀 아쉽지만 가볍고 스타벅스라는걸 딱 보여줄수있는 제품이라 맘에 들어요!,5,2020-08-30T04:19:51.000+00:00
ktae***,좋아요 잘쓸게요 리유저블이라 편하게 쓸것같아요 빨대 세척솔도 주셔서 유용하게 사용하겠어요,5,2020-08-03T04:23:47.000+00:00
wlsl****,씻기도 간편하고 일단 가벼워서 정말 좋았어요!!투명이라 더 예쁘기도 합니다!,5,2020-08-26T05:48:22.000+00:00
sond********,음료를 담아도 그렇게 무겁지 않고 가볍게 들고 다닐 수 있어 좋아요! 또 너무 깔끔하고 배송도 빠르고 그냥 좋아요ㅎㅎ 재구매 의사 200% 입니당!!,5,2020-07-24T12:22:47.000+00:00
flic***,사진과 달리 생각보다 단단한게 마음에 드네요.,5,2020-08-15T02:43:37.000+00:00
gksr******,빽다방용 텀블러로 잘쓰고 있습니다,5,2020-09-08T08:33:02.829+00:00
nami******,얼음넣으면 물생겨서 불편하지만 한철사용하기 좋은것 같아요!,5,2020-08-08T20:28:45.000+00:00
wjsw******,가볍고 디자인이 예쁘네요  얼음을 너무 많이 넣으면  물기가 생겨요 배송이 빠르고 좋네요,5,2020-08-23T11:08:07.000+00:00
ghkd***,이쁘긴한대.. 여름에는 별루.. 얼음 넣어서 커피 내려 마셔도 금방 녹고 일단 뚜껑도 잘 닫히지도 않아요 그냥그냥 물컵으로 쓰고 잇어요,5,2020-07-28T03:07:18.000+00:00
purp******,직장 동료 선물로 준비했어요. 가성비 최고네요~  다량주문해서인지 선물로 인식하시고 주문하자마자 업체분이 연락주셔서 프린트부분이 천연재료라 번짐있을수 있는데 괜찮겠냐고 걱정스런 전화주셨네요.  품절된 부자재까지 빠른 시간에 구해주시기까지 하셨네요^^ 사소한 부분도 넘어가지 않고 연락주셔서 감사합니다.  신경써주신만큼 좋은 물건들이 왔네요~  포장하는 내내 즐거웠답니다~^^*,4,2020-07-21T22:19:33.000+00:00
pink****,지인이 미국에서 사다준건데   갖고있던거뚜껑을   잃어버려서 ㅠㅠ    새로 샀어용  사이즈 틀릴까봐  살짝  걱정했는데  똑같네요 솔도 사은품으로 주셔서  감사해요~   잘쓸께요,5,2020-07-22T10:25:24.000+00:00
kkry*****,휘뚜루 마뚜루 쓰기좋아요 ㅎㅎㅎ,5,2020-09-06T10:37:50.717+00:00
jeon*****,가성비 좋은 제품👍🏻,5,2020-09-08T08:35:18.353+00:00
snow*****,잘쓰고있습니다 이거덕에 물겁나마시네여,5,2020-08-14T03:20:55.000+00:00
dlrt********,친절한 상담 좋았습니다 선물용으로 좋아요,5,2020-08-26T00:37:41.000+00:00
a906****,빨대가 필요한데 빨대를 사로 사느니 컵을 사는게 낫겠다 싶어서 구매했어요~ 용량도 크고 깔끔한 디자인이라 좋아요,5,2020-07-17T10:40:18.000+00:00
n_n_****,딱 가볍게 들고 다니기 좋아서 맘에 들어요. 환경도 지켜지니 뿌듯하네요. 잘 쓰겠습니다~,5,2020-07-25T17:32:49.000+00:00
mize****,너무너무 예뻐요! 구매한게 후회되지않습니다! 소소하게 친구들 선물용으로 좋아요. 꼭 구매하세요!,5,2020-07-25T01:31:32.000+00:00
gens****,이쁘긴한데 내구성은 별로인것같아요😢😢😢 조금 아쉬워염,3,2020-08-21T00:49:04.000+00:00
pari***,보냉기능 이런거 기대는 안하고 산거였고  기본에 충실한 아이템입니다. 세척솔 준다길래 구매했어요. 좋았던건  정말 기스가 없다는 거에요 만족합니다!,5,2020-07-20T08:11:15.000+00:00
peda*******,일반 플라스틱컵에 스타벅스로고가 그려진 정도입니다. 뜨거운것을 담아도 환경호르몬 문제가 없을까...하는 생각이 좀 들기도 합니다.,3,2020-07-20T21:52:54.000+00:00
yeji*****,디자인도 깔끔하고 같이 보내주신 빨대 세척솔 덕분에 세척도 편해요 잘 사용하고 있어요 :),5,2020-08-04T23:17:46.000+00:00
sh55****,일회용컵 줄여보려고 샀어요  표면에 물방울 잘맺히는게 좀아쉽긴한데 그것빼곤 다좋아용~~,5,2020-08-20T15:52:20.000+00:00
skae*****,아직도 잘쓰고 있어요!0! 기스도 잘안나고 넘 좋습니다,5,2020-08-24T15:46:06.000+00:00
jej3***,배송이 무척 빠르네요! 딱 제가 생각해던 구성 그대로 맘에 듭니다! 여름에 쓰기 좋아요!,5,2020-07-24T08:20:17.000+00:00
knh8***,생각보다 얇아요...,3,2020-09-04T23:30:42.000+00:00
thdg***,뜨거운물이 닿는 컵인데 ㅠ 콜드컵이랑 같은 재질의 컵인게 좀 걱정되요,5,2020-08-23T10:29:39.000+00:00
gkkg****,마시기좋아용 얼음녹으면서 겉에 물이 너무 많이 생기긴하는데 집에서만 이용하니까 별 문제는 없어요 ㅎㅎ 사용하고 확실히 물 많이 마시게 되네용,5,2020-08-12T15:19:56.000+00:00
tndu********,우와 이쁘당 감사합니당,4,2020-09-03T12:11:11.000+00:00
gl****,생각햇던것보다 커요~  가격이 후덜덜 하긴햇지만 급한데로 쓰랴고 구매햇어요~ 뚜껑은 엄청 꼭 닫아야 닫히네요ㅜ 쏟을뻔햏어요~ 뚜껑은 힘줘서 꼭닫아야해서 그거외에는 다마음에듭니당~,4,2020-07-21T04:50:21.000+00:00
sin4***,크기도 크고 튼튼하고 좋아요,5,2020-08-06T07:39:27.000+00:00
min_******,뚜껑이 허술하지도 않고 플라스틱 치고 되게 튼튼해요,5,2020-07-30T05:03:27.000+00:00
puil******,플라스틱이라 보냉은 어쩔수없지만 시원한 물 담으니 너무 예쁘네요~,5,2020-07-30T07:50:59.000+00:00
gs****,튼튼하게 잘쓰고있어요,5,2020-08-11T23:04:10.000+00:00
webz****,매장에서 근무 하는데 잘 사용하고 있습니다.  사용하다보니 커피색으로 변질 되는 건 어쩔 수 없네요,5,2020-08-21T23:34:04.000+00:00
hyun******,깔끔하고 괜찮습니다.,5,2020-08-30T16:26:45.000+00:00
emph*****,용량이 큰게 가장 좋았어요! 컵 표면에 생기는 물들은 어쩔 수 없다고 생각합니다. 컵 받침 사용 권장드립니다. 재구매 의사도 있습니다~,4,2020-08-06T11:44:13.000+00:00
dlrt********,배송이 빨라서 좋고 추가구매했는데 답당자분이 친절하시네요,5,2020-08-20T00:59:01.000+00:00
thsg*******,빠른 배송 그리고 사은품까지 챙겨주셔서 더 좋아요,5,2020-07-28T02:04:18.000+00:00
da****,하나는 사무실에서 쓰고 하나는 선물했는데 좋아요~,5,2020-08-02T06:01:20.000+00:00
ghdl****,커피나 음료먹기 좋아요,5,2020-08-07T06:26:31.000+00:00
haej****,무늬가 좀 별로인게왔지만 만족,4,2020-08-08T07:12:33.000+00:00
rkdd******,사진 그대로! 너무 가볍고 좋아요!!!! 텀블러 고민하다가 가벼워서 선택했는데 생각보다 플라스틱이 두꺼운 재질이고 뚜껑도 생각보다 잘안열리니 맘에 쏙! 드네요,5,2020-06-17T21:16:18.000+00:00
dear***,잘쓰고있어요! 가볍다는 장점이있지만 표면에 물차는게 단점이에유 ㅠㅠ,4,2020-07-28T08:35:50.000+00:00
sjeg***,콜드컵 필요해서 처음 사봤는데 용량도 크고 가벼워요 사무실에서 잘 쓰겠어요.,4,2020-07-27T00:11:56.000+00:00
se****,좋아요!! 집에서 먹으면 카페온 기분이에요,5,2020-08-19T02:03:30.000+00:00
kook***,가벼워서 들고다니기 좋아요,5,2020-08-05T05:51:00.000+00:00
mimi*******,뭘 마시든 괜히 여기에다 마시고 싶어요 그리고 겨울에 빨리 들고 나가고싶어요~&lt;3,5,2020-07-25T12:59:59.000+00:00
rlae******,차가운 얼음이랑 물 넣으면 겉에 물이 너무 많이 생겨요ㅠㅠ그렇지만 튼튼하게 커서 한번에 많은 양을 먹으 수 있어서 좋습니다 디자인도 너무 예뻐요,5,2020-07-15T05:09:04.000+00:00
yamu*****,잘 받았습니다 감사합니다,5,2020-08-02T06:17:55.000+00:00
cyj8*****,편히 쓸수 있어서 좋아요 물로 씻으면 재사용하기도 쉽고 커피 한잔을 오래두고 먹는편인데 종이가 아니라 안 눅눅해져서 좋아요,5,2020-07-19T11:17:23.000+00:00
rkdd******,한달 사용해보니 가볍고 마음에 쏙 들어서 추가 구매하고 싶어져요!!! 완전 짱,5,2020-07-22T23:05:37.000+00:00
zxdf******,얼음넣고 찬 음료 먹을려고 샀는데 디자인도 예쁘고 가벼워서 딱 좋네요.,5,2020-07-28T09:23:39.000+00:00
jihe****,용량이 커서 거의 모든 프랜차이즈 음료 다 담을 수 있어서 좋아요! 빨대 세척솔 꼭 구매하세요~ 솔로 세척하니 편해요^^,5,2020-08-03T02:38:44.000+00:00
dylo*****,잃어버려서 하나 다시 구매했습니다 예쁘고 가벼워옹,5,2020-08-02T11:37:27.000+00:00
teat*******,가격도 저렴하고 개인컵 할인도 받고 좋아요,5,2020-07-30T10:02:57.000+00:00
dall****,물을 너무 안먹는편이라 콜드컵 있으면 많이 먹을까 싶어서 구매했는데 역시 스벅이라 그런지 디자인도 예쁘고 물도 많이 먹게 되었어요~! 좋은 제품 감사합니다,5,2020-08-02T09:11:56.000+00:00
hoom*********,늘 쓰던거 주문했습니다. 배송빠르고 좋네요,5,2020-08-19T00:24:04.000+00:00
rohr****,진짜 빨리 배송됐어요! 국내에서 출발한것 같은데 정품이 맞는지는 모르겠지만  가볍고 예뻐요 ㅎㅎ,5,2020-07-23T21:52:30.000+00:00
qkfh*******,가볍고 예쁘고 좋습니다. 아이들 물 많이 마시게 하려고 구매했습니다.  다만 뚜껑이 살짝 누르면 완전히 닫히지 않아  완전히 꽉 눌러 닫아야합니다.,5,2020-07-08T04:57:04.000+00:00
28****,아직까지 무지 잘쓰고 있습니다 살짝 변색이 된 거 같기도 한데 거슬릴 정도는 아니고 탄탄하니 관리만 잘한다면 반영구적으로 사용할 수도 있을거 같아욬ㅋㅋ,5,2020-07-21T14:18:51.000+00:00
asdf*******,엄청 이쁘고 자주 쓰는데 한가지 아까운건 보온보냉이 전혀 안되요,5,2020-08-19T11:48:13.000+00:00
bjh9*****,가볍고 편안 하지만 차가운게 오래있으면 물방울이 많이 맺히는거는 아쉽    ,5,2020-08-19T11:59:38.000+00:00
jw****,여전히 잘쓰고 있습니다 너무 좋아요!! 덕분에 에코별 깨알적립가능!,5,2020-07-23T04:34:57.000+00:00
puil******,기본 디자인도 무난하니 좋아요,5,2020-07-30T07:52:28.000+00:00
dhfo***,뜨거운 음료 담아도 될까 걱정이지만 핫커피컵이니까 괜찮겠죠? 핫음료용으로 구매했어요.,5,2020-08-13T06:19:21.000+00:00
sin2***,기존에 쓰는 텀블러가 있지만 스텐이라 무겁기도 하고 불투명이라 아쉬웠어요. 요 콜드컵은 물방울도 많이 맺히고 얼음도 금방 녹고 하겠지만 우선 가벼운 게 젤 장점! 속이 비쳐서 컬러음료 넣으면 너무 예쁠 거 같아용~ 물방울 맺힐테니까 천으로 컵홀더 하나 만들려고요ㅇㅇ! 맨 마지막 사진은 스벅 그란데사이즈 테이크아웃컵과 비교입니다.,5,2020-06-20T07:02:15.000+00:00
sara*****,배송 완전 빠르네요 세척솔까지 서비스 아주 좋아요 잘쓸께요,5,2020-07-24T14:26:26.000+00:00
wodm******,이쁘고 완전 마음에 들어요ㅠㅠ 바로 아빠것도 추가로 결제했어요 잘쓰겠습니다!!,5,2020-07-18T07:05:51.000+00:00
tnwl*****,가볍고 활용도 굿~! 너무 좋아요,5,2020-08-15T09:24:47.000+00:00
vktm***,단체선물용으로 저렴하게 구매했습니당! 오전에 결제하고 다음날 도착했어요:) 선물용이라 포장지랑 페이버백 구매했는데 가격은 좀...비싼감이 없진 않지만 사길 잘한듯해용ㅎㅎ,5,2020-06-29T02:31:07.000+00:00
wo****,맨날 사용하고 있어요 좋아요,5,2020-08-23T20:04:50.000+00:00
grac*******,사이즈도크고 예뻐요! 근데 표면에 물이 잘맺혀서 홀더나 휴지필수입니다!,5,2020-07-20T05:47:08.000+00:00
wbok****,예쁘게 잘 쓸께요 감사합니다^^,5,2020-07-30T08:22:23.000+00:00
phr7***,가격도 가격이지만  응대가 다른 상점들과 비교 안되게 친절하고 빠르셨어요. 결제 직전에 아주 아주 조금 쪼오금 더 싼 업체 하나 알아냈지만 판매자 분의 친절함에 반해 시애틀에서 주문했습니다. 컨페티 리유저블 유니크해서 여름철에 잘 사용할것 같아요. 텀블러도 비교적 합리적인 가격에 구매했는데 빨대 파우치까지 주셔서 정말 감사했습니다. 단골이 될 것 같아요 ㅎㅎ 많이 판매하세요!!!,5,2020-06-05T12:17:16.000+00:00
kimy*****,들고다니기도 가볍고 카누 타서 빨대 꽂아 먹으면 세상 맛있어요 ㅠㅠ 최고 :) 시간지나서 좀 못 쓰게되면 또 살려구요,5,2020-07-15T11:40:42.000+00:00
20****,좋아요 좋아요 좋아요,5,2020-09-09T02:30:25.428+00:00
eche*****,엄청 가볍고 좋습니다! 마음에 들어요 빨대세척솔도 주시고 정말 감사합니다. 잘 쓰겠습니다^^,5,2020-07-08T10:09:13.000+00:00
xr****,너무 유용하게 잘 쓰고 있습니다.,5,2020-08-20T03:59:25.000+00:00
xr****,너무 유용하게 잘 쓰고 있습니다.,5,2020-08-20T03:59:15.000+00:00
hyj_***,배송 잘 받았습니다! 원래 쓰던컵 깨져서 주문했는데 만족합니다,5,2020-07-17T09:29:55.000+00:00
dldu***,2개 시켰는데 컵이 1개만 왔어요. 연락 드렸는데 친절하게 답해주시고 바로 보내주셔서 나머지도 금방 받았습니다! 컵도 가볍고 너무 유용하게 잘 쓰고 있어요. 감사합니다👍🏻,5,2020-07-23T10:05:05.000+00:00
shy2***,심플한 텀블러 하나 필요해서 샀는데 가볍고 예뻐요 !,5,2020-07-26T14:38:19.000+00:00
rnek****,배송도 너무 늦지 않았고 사진에서 보던거랑 똑같아요~빨대 세척기도 주셔서 완전 조아요!!,4,2020-07-15T04:03:32.000+00:00
anja****,판매자님께서 진심으로 너무 친절하셔서 상품에 더 만족합니다 :) 택배가 며칠동안 허브에 묶여있었는데 최대한 빨리 받아볼 수 있게 다시 보내주셨어요 !  밤 늦게 톡톡으로 문의했는데도 답 해주시고 너무 감사합니다 상품도 저렴한 가격에 사서 너무 만족하고 이제부터 환경을 위해서 콜드컵을 들고 다녀야겠어요. 선물 할 일 있으면 판매자님께 꼭 구매하려구요 감사합니다 :),5,2020-06-16T00:26:46.000+00:00
im****,가벼워요ㅎㅎ 플라스틱이라 핫 받긴 좀 힘들거같아요,5,2020-08-15T10:30:48.000+00:00
jjje***,ㅁ이쁘고 사진이랑 똑같아요,5,2020-08-04T23:04:17.000+00:00
cbs0***,사진처럼 블링블링하고 예뻐욧!!,5,2020-08-01T10:40:27.000+00:00
xodu***,한 달 동안 열심히 사용했고 아직 깨끗하고 관리도 편해서 좋습니다! ^^,5,2020-07-21T14:55:59.000+00:00
dh****,빠르게 잘받았습니다.,5,2020-08-21T02:50:38.000+00:00
im****,크기가 커서 너무맘에들어요,5,2020-08-15T10:31:02.000+00:00
