userid,content,star_rating,time
whit*****,컵이 가볍고 디자인이 깔끔하고 예뻐서 커피 포장시 잘 사용하고 있습니다.,5,2021-08-09T13:05:14.039+00:00
vndt****,좋네요 자주 사용할것같아오,5,2021-08-09T11:21:07.149+00:00
dudw*****,용량이 크고 들고 다니기 가벼운걸 원해서 샀는데 디자인도 완전 마음에 들어요!!! 잘 쓸게요 감사합니다,5,2021-06-29T09:38:58.747+00:00
vip9***,지방에 사는데 하루만에 배송왔어요. 텀블러도 규조토도 다 마음에 들어요. 다음에 재구매 할 때 또 여기서 사려구요!,5,2021-07-10T05:02:14.686+00:00
kitt******,덕분에 하루종일 물마시고있어요 용량이 커서 좋아요,5,2021-07-20T04:24:48.611+00:00
cjb0***,디자인. 유용성 너무 좋아요~~^^,5,2021-08-10T03:57:42.272+00:00
kn****,너무너무 이뻐욜 잘 쓰구 다닐거같숩니당!,5,2021-07-20T22:32:43.297+00:00
alsg*******,커서 운동할때 먹기 딱좋아요,5,2021-07-20T16:15:54.635+00:00
hp****,좋아요 가성비가좋습니다,5,2021-08-02T13:47:12.111+00:00
eell****,사진과 똑같아요! 정말좋아요~여름 내내 잘쓰겠습니당,5,2021-07-11T06:00:31.406+00:00
hacu*****,가볍고 운동할 때 쓰기 딱 좋습니다 ~~~,5,2021-07-21T07:03:32.376+00:00
dkse******,가볍도 파손 위험도 적어서 좋네요  열 차단이 제대로 안돼서 물방울 잘 맺힙니다. 그리고 스벅에 파는 콜드컵 재질아니고 말랑말랑한 재질입니다 뚜껑이 그냥 눌러서 끼우는 방식입니다. 돌려서 고정시키는게 아니라.,5,2021-06-26T05:11:52.727+00:00
lucy******,딱 제가 원하는 크기에 무게! 멀리 들고 나가지도 않는데 스텐 스벅 텀블러는 넘 무거웠어요 게다가 마스크 써서 빨대로 마시는게 더 편하구요! 도착하자마자 씻어서 들고나왔어요 짱!,5,2021-06-18T11:23:15.646+00:00
umsa****,판매자님 친절하시고 화면과 동일합니다 근데 코로나 때문에 개인컵 안받네요 ㅠㅠ 얼른 쓰고 싶은데,5,2021-07-21T23:31:36.469+00:00
ya****,벤티보다 더 큰 사이즈네요ㆍ여름컵으로 좋아요,5,2021-07-11T08:23:03.520+00:00
wjst********,예쁘고 좋아요! 일회용품 줄이려고 구매했네요,5,2021-07-02T10:26:36.133+00:00
star****,넘 귀여워요 ㅎㅎ 벤티사이즈 휴대용 텀블러 갖고싶었는데 딱이네요 ㅎ 플라스틱이다보니 결로현상이 심하지만 ㅠㅠ 이건 감안해야될것같아요,5,2021-06-24T03:09:30.941+00:00
dbsr*******,가벼워서 좋아요 빨대 세척 솔도 좋아요,5,2021-07-29T05:47:36.006+00:00
luji*******,처음 사 보는데 생각했던 거 이상으로 마음에 들어서 다른 종류로도 구매하고 싶다는 생각이 들었습니다!! 빨대가 안튼튼해 보여서 하나 더 구매했는데 아주아주 튼튼해서 잃어버리면 새거 뜯을 거 같아용 다음에 다시 구매하러 올게용😃,5,2021-06-18T15:56:38.594+00:00
yo****,너무 맘에들어요 딸아이가 갖고싶다그래서 또주문해야할듯해요 진즉두개살걸 그랬네요^^,5,2021-07-18T13:10:19.186+00:00
ya****,여름컵으로 좋아요ㅡ  벤티보다크네요,5,2021-07-11T08:24:10.667+00:00
ashl*******,진짜 예뻐요!!!! 음료 마시는데 기분이 너무 좋아요ㅠ,5,2021-07-05T06:54:17.601+00:00
wjst********,보온보냉이 안 되다보니 컵이 많이 우는 건 사실이지만 ㅠㅠ ㅠㅠ 너무 예뻐서 씁니다 진짜 예뻐요,5,2021-06-23T05:55:09.944+00:00
yunb********,너무 예쁜데 살짝커용,5,2021-08-06T06:16:13.832+00:00
kimk******,색깔이 바뀌는게 너무 신기해용 강추입니당 ㅋㅋ,5,2021-07-30T13:19:11.980+00:00
smil******,좋아요👍🏻👍🏻👍🏻,5,2021-07-22T04:12:20.823+00:00
jinh*******,마싯어욤 굳굳 조아요,4,2021-08-02T12:07:48.078+00:00
rall***,화면이랑 똑같이 생겼고 디자인도 심플해서 좋아요,5,2021-07-04T16:59:18.436+00:00
mado****,사실 작년 북미 색종이 텀블러보다 예쁘다해서 구매했는데 전 빨간 뚜껑보다 작년 파랑뚜껑이 더 예쁜거 같습니다.,5,2021-06-09T05:16:05.530+00:00
pe****,한달정도 쓴거같은데 오늘 커피넣고 얼음넣었더니 사진처럼 깨지네요.,1,2021-07-06T06:06:26.444+00:00
nano*****,당연 보온은 없어서 얼음 1시간내 다 녹습니다.   감안하시고 가벼운 마음으로,5,2021-07-24T03:38:23.367+00:00
gp_d*******,쓰던게 박살나서 새로 샀어요 배송이 빨라서 좋아요,5,2021-06-29T07:38:19.657+00:00
wodn****,그립감도 좋고 여름에 딱이에요. 2개구매해서 지인과 나눈건데 솔을 하나주셔서  아쉬워요ㅠ,4,2021-06-28T01:55:55.742+00:00
ljt0***,너무 가볍고 좋아요😊 요즘에 들고다니기 찰떡,5,2021-07-01T15:07:07.768+00:00
dooy****,매일매일 쓰고 있습니다 조아요,5,2021-07-31T07:40:46.853+00:00
anch*****,스월도 선명하고 불투명한 음료 담으면 너무너무 예뻐요...♡,5,2021-07-06T04:50:23.451+00:00
dbsr*******,가벼워서 들고 다니기 좋아요,5,2021-07-29T05:47:02.531+00:00
jwjc***,아메리카노를 담아서 사진으론 색이 잘 안보이지만! 맘에들어요 신기하구 예쁩니당:),5,2021-06-25T13:54:14.447+00:00
o_o1***,이건 사야해요! 진짜! 컨페티 리유저블 텀블러도 너무 예쁘고 잘 사용하고 있었는데  스월 리유저블 텀블러도 넘 예뻐서 삿어요 ㅜㅜ 게다가 스월 리유저블 텀블러는 빨대도 색이 변해서 너무 귀여워효🥳  스월 사는김에 1호점 오리지널 로고도 삿숨돠,5,2021-06-08T09:36:36.578+00:00
nano*****,좋습니다. 마음에 들어서 또 살것만 같네요 수고하세요 .,5,2021-07-24T03:38:57.244+00:00
o_o1***,이건 사야해요! 진짜! 컨페티 리유저블 텀블러도 너무 예쁘고 잘 사용하고 있었는데  스월 리유저블 텀블러도 넘 예뻐서 삿어요 ㅜㅜ 게다가 스월 리유저블 텀블러는 빨대도 색이 변해서 너무 귀여워효🥳  스월 사는김에 1호점 오리지널 로고도 삿숨돠,5,2021-06-08T09:37:19.334+00:00
bitn*****,용량 커서 완전 좋아요!!!!!!! 가볍고!!!!!짱!!,5,2021-07-09T13:58:05.727+00:00
tlsa********,일단 프린팅에 흠집같은게 없어서 너무 좋았어요❤️ 막 사용했는데도 오염이나 손톱 자국이 심하진 않아서 오래 사용할 수 있을 것 같아요. 마스크 쓰느라 빨대 없는 핫컵이 불편할 줄 알았는데 너무너무 편해서 오히려 아이스컵보다 더 애용하고 있어요. 오래 사용할 수 있는 텀블러치고 합당한 가격이라고 생각해서 만족합니다. 친구한테 선물할 때 또 여기서 구매하겠습니다‼️,5,2021-05-22T08:28:43.510+00:00
yoon****,배송도 빠르고 넘넘 이뻐서 맘에듭니다!!,5,2021-07-02T04:48:36.459+00:00
swee******,가벼워서 들고다니기 좋아요 배송도빨리 잘받았어요,4,2021-06-24T13:17:47.461+00:00
save*****,생각 한거보다 튼튼하고 예쁘기도 넘 예뻐용 양도 생각보다 많이 담겨서 좋아용 체고 ㅔ고,5,2021-07-16T01:07:33.531+00:00
yuan*****,가벼워서 쓰기 편하고 좋아요,5,2021-07-22T14:12:00.951+00:00
devo******,온도가 차기워지면 색이 나타나는군요! 맹물만 먹어도 최면에 걸리는 기분,5,2021-06-25T03:52:46.744+00:00
ekdm*****,물 많이 마시게돼서 좋네요,4,2021-07-23T23:23:32.118+00:00
msau****,빠른배송 감사합니다!!,5,2021-07-03T06:32:38.413+00:00
msau****,빠른배송 감사합니다!!,5,2021-07-03T06:31:05.794+00:00
merc*****,환경호르몬 걱정없이 사용 가능한거 맞겠죠?,4,2021-06-30T10:03:32.033+00:00
ssss******,회사에서 개인컵으로 아주 잘 사용중이에요~^^ 배송도 빠르고 가격도 저렴해서 만족해용,5,2021-06-17T04:30:05.843+00:00
atye*****,원래 쓰던 거 빠개져서 하나 더 샀어요 쓰기 편하고 좋습니다,5,2021-07-09T07:06:22.099+00:00
sony****,다*소에서 계속 일회용 컵 쓰다가 친구가 쓰는거 보고 샀는데 만조쿠💚🤎 남편거랑 두개 샀어요 배송 빠르고 좋습니당,5,2021-06-15T14:12:18.262+00:00
msau****,안전하게 잘 받았습니다!!,5,2021-07-03T06:31:43.198+00:00
yh00***,배송이 빠르고 포장을 잘해주셔서 좋아요. 여러개 구입해서 쓰고 있는데 가볍고 편리해서 좋아요.,5,2021-06-12T15:06:54.446+00:00
ime7***,그냥 저냥 입니다~~,1,2021-07-27T14:20:47.789+00:00
djaw*****,예뻐용 !! 여름여름해 !! 썸머썸머,5,2021-06-30T03:47:21.871+00:00
say0*****,배송 빠르고 좋았습니다.,5,2021-07-21T12:54:42.736+00:00
o2ki*****,진짜 말도안되는 빠른배송 정말 감사합니다 감삼당!,5,2021-07-13T02:08:27.270+00:00
kl04****,아직 써보지는 않았지만 파랑이보다 신상이 더 좋을거 같아서 주문했어욘!_! 빨대는 아까워서 기본으로 하나 더 주문했습니당 ㅠ,5,2021-06-14T01:40:38.899+00:00
swee******,가볍고 이쁘고 좋아용 용량도 700ml라 물 창겨먹기 좋네용,5,2021-06-24T13:15:04.871+00:00
e2****,빨대가 필요해서 샀는데 잘 사용하고 있습니다.,5,2021-06-28T07:33:37.390+00:00
wgbw*****,일반 텀블러 그냥 들고 다니기가 무거워서 구매했는데 너무 잘 쓰고 있어요. 용량도 커서 너무 맘에 들어요. 빨대용 수세미도 감사합니다,5,2021-06-05T09:54:00.317+00:00
yuri********,커피물이 빨리 들어요,4,2021-07-22T07:21:16.790+00:00
yuri********,커피물이 빨리 들어요,4,2021-07-22T07:20:54.388+00:00
tlsa********,들고다니면서 사용하기에 너무 좋아요! 흔한 스벅 디자인보다 1호점 로고가 더 끌려서 샀는데 실물이 더 예쁘네요 😊 세척솔 덕분에 씻는 것도 편리해요. 부모님도 갖고 싶다고 하셔서 곧 다시 주문할 것 같아요 ㅎㅎ,5,2021-05-28T07:01:00.925+00:00
aork****,텀블러 너무 예쁘네요. 어중간한 시원한 물로는 색이 변하지않으니 참고하세요 ㅎㅎ 만족합니다,5,2021-06-30T03:05:30.545+00:00
5642*****,뚜껑?이 약하네요 뭐 전체적으로 그렇긴 하지만 배송은 빨랐어요,4,2021-06-12T12:48:19.463+00:00
yong******,배송 빠릅니다.제품은 더 확실합니다,5,2021-07-09T00:59:00.563+00:00
yh00***,작년인가 두개 구입해서 잘 쓰다가 깨져서 제꺼 다시 주문하는 김에 동생것두 부탁받아 주문했어요. 가볍게 부담없이 쓰기에 정말 좋아요 ㅎㅎ 그리고 배송도 빠르고 포장도 잘 해주시고 제품도 양품이라 무척 만족합니다!!,5,2021-05-15T07:12:09.335+00:00
cute******,전반적으로 만족해요. 콜드컵은 얼음가득 담았을때 겉에 물방울이 자꾸 맺혀요. 그점만 빼면 좋아요,5,2021-06-05T13:26:27.971+00:00
rlad*******,매번 잘 사용하고있네요,5,2021-07-14T07:53:13.626+00:00
ej****,가벼워 좋긴한데 오래 쓰진 못할듯여~ 사진처럼 예쁩니다. 바로 스버가서 한 잔 했어요,4,2021-06-07T01:35:43.599+00:00
iamy***,일회용 쓰기에 맘이 불편해서 시켰는데 너무 좋아요,5,2021-06-18T02:15:40.232+00:00
anld****,최고예요우! 짱편해요 빨대 짱,5,2021-06-17T03:58:33.705+00:00
guon***,주위에서 이쁘다고 난리입니다. 내구성도 좋아요,5,2021-06-10T18:26:17.077+00:00
bjl3***,배송 빠르고 마감처리 불량 없이 화면과 똑같은 제품입니다! 이 가격에 빨대청소솔까지 챙겨주셔서 너무 좋았어요!  다만 텀블러라기 보단 리유저블컵에 가까워서  얼음이 빨리 녹고  겉이 사진처럼 물방울이 맺히는 점 참고하세요!,5,2021-05-21T00:32:54.287+00:00
thew******,잃어버려서 같은 사이트에서 재구매했습니다 가볍고 좋네요 시애틀 1호점 버전도 구매했는데 몇 주 기다려야 된다고 하셔서 일반 버전 먼저 샀습니다!,5,2021-06-23T08:22:29.053+00:00
sony****,굿굿 크기도 크고 좋아요 배송도 총알!!,5,2021-06-15T14:12:58.624+00:00
issj***,어제 받자마자 세척해서 오늘 아침에 커피 담아 출근했네요~ 남편이랑 하나씩 쓰려고 구매했습니다~ 잘산것 같아요~ 뒤쪽에 스타벅스 알파벳이 약간 흐릿하게 뭉개져있는것만 빼면요~ 구분하려고 저는 뚜껑에 집에있던 스티커까지 붙여놨더니 완전 깔맞춤이 되어버렸네요~ 잘쓸게용!!,5,2021-05-12T00:47:19.638+00:00
sooo*******,잘 쓰고 있었는데 티백같은걸 자주 우려내서 먹다보니 변색이 생기네용,5,2021-07-06T13:14:30.831+00:00
sooo*******,잘 쓰고 있었는데 티백같은걸 자주 우려내서 먹다보니 변색이 생기네용,5,2021-07-06T13:13:58.846+00:00
sk****,예뻐요 이쁘게 잘 쓰겠습니당,5,2021-06-15T06:10:38.062+00:00
jins****,매우 만족 합니다.,5,2021-06-23T08:59:22.447+00:00
neop****,빨대컵으로 쓰기 좋음,5,2021-07-11T10:36:14.784+00:00
yun0***,디자인 깔끔하고 기본템으로 쓰기 좋아요,5,2021-06-14T06:34:45.158+00:00
febr***,잘 사용하고 있어요,3,2021-07-14T06:00:39.412+00:00
sj97****,반투명한 콜드컵 가지고 싶었는데 너무 이뻐요!,5,2021-06-16T02:02:26.835+00:00
dlwl*******,이쁘고 잘쓰는중 올해 잘산 템 탑텐에 들듯,5,2021-07-10T10:49:49.974+00:00
ahj2***,삿다가 몇일만에 깨져서ㅠㅠㅠ다시 구매했어요.. 많이 약하긴한거같아요 음료 가득들은채로 떨어트렸더니 바로 깨지더라구요 저심히써야할거같아요 그래도 이뻐서 다시구매해요!!,5,2021-06-01T11:06:56.289+00:00
wj****,생각보다 많이 크네요!!(벤티 사이즈라 당연한 거지만ㅎㅎ) 15cm 자와 비교해서 찍었어요 덕분에 여름에 아이스 음료 마시고 힘낼 수 있을 것 같아요ㅎㅎ 배송이 빨라서 너무 좋아요! 많이 파세요😊,5,2021-05-12T11:09:16.157+00:00
ccom*****,선물용으로 구매했는데 받는 분이 만족하셔서 다행이에요!,4,2021-06-13T10:07:06.781+00:00
eie0***,어제늦은 오후에 주문했는 오늘 오전에 도착했어요ㅠ 배송이 정말 총알이네요 스크래치도없고 상품이 좋아요ㅎ 번창하세요,5,2021-05-27T13:31:04.928+00:00
eie0***,어제늦은 오후에 주문했는 오늘 오전에 도착했어요ㅠ 배송이 정말 총알이네요 스크래치도없고 상품이 좋아요ㅎ 번창하세요,5,2021-05-27T13:30:38.618+00:00
cozy*******,차가운 음료 담으면 무늬가 나와서 예뻐요~ 덕분에 물을 더 많이 마시게 되었네요,5,2021-06-26T10:36:15.353+00:00
land****,배송도 빠르고 회오리는 최신텀이라서 너무 좋아요! 여름에 맞게 잘 쓸것같아요! 함께 주신 빨대 세척솔 주셔서 감사합니다! 잘 쓸께요!,5,2021-05-22T07:06:00.244+00:00
dptm*****,디자인 너무 예쁘고 가벼워서 사용하기 좋아요,5,2021-06-29T05:49:01.515+00:00
dooy****,너무 이뻐요! 매일매일 사용하고 있어요,5,2021-07-04T06:13:04.980+00:00
en****,문의했는데 친절하게 답변해주셔서 감사했어요!!! 발송도 당일로 해주셨고  2일 걸리긴 했는데 괜찮아요^^ 가볍고 좋아요!!,5,2021-05-29T03:43:19.431+00:00
kitt******,너무 예쁘고 가볍고 편리합니다. 보관용으로 하나 더 살까봐요.... 최고!!!,5,2021-06-09T14:28:20.034+00:00
happ******,너무 가볍고 좋아요 ~~일회용컵 즐겨쓰다가 환경생각해서 바꿨어요 ㅎㅎ 일반 텀블러는 무거워서 잘 안썼는데 매번 세척해서 잘 쓰고있습니다,5,2021-05-28T05:34:54.968+00:00
pkt1***,배송 및 상품 괜찮습니다ㅎ,5,2021-07-06T08:21:23.922+00:00
jdki*******,빨대 청소용 솔까지줘서 좋아요~,5,2021-06-16T14:06:51.096+00:00
sori****,배송은 좀 느렸지만 상품 상태도 좋고 저렴해서 좋아요 ,5,2021-06-30T01:30:31.285+00:00
sori****,배송은 좀 느렸지만 상품 상태도 좋고 저렴해서 좋아요 ,5,2021-06-30T01:30:23.005+00:00
leej*****,너무 가볍고 먹가도 참 좋아여❣️,5,2021-07-10T12:22:53.114+00:00
leen********,가볍고 예쁘고 배송도 빨라요 감사합니다,5,2021-06-11T02:48:05.802+00:00
suhi***,가벼워서 좋아요!!!,5,2021-07-11T13:03:36.148+00:00
xxrj***,가볍고 일회용 안쓰려고 가지고 다니면서 잘 사용하고 있어요,5,2021-06-12T09:07:25.696+00:00
jh****,감사합니다 ㅎㅎ 잘쓰겟씁니다,5,2021-07-02T01:24:16.692+00:00
hans*****,너무너뮤좋아요 만족합니다,5,2021-06-12T14:24:26.730+00:00
hans*****,너무너뮤좋아요 만족합니다,5,2021-06-12T14:22:10.270+00:00
kimg***,가볍고 잘 쓸 것 같아요~,5,2021-06-19T12:35:41.031+00:00
ccom*****,선물용으로 구매했는데 만족합니다~,3,2021-06-13T10:07:30.352+00:00
vo****,한달 잘쓰다가 실수로 떨어트려서 깨져버려서 다시 주문하려구요ㅠㅠㅠ 재구매 할정도로 너무 좋습니다~,5,2021-05-31T10:10:06.596+00:00
ehdg*****,배송이 빨라서 우선 좋았구요. 물을 많이 마실려고 샀는데 편하게 잘 사용할것 같아요!,5,2021-06-01T09:09:34.257+00:00
cute******,잘 쓰고 있어요. 콜드컵에 얼음 담았을때 겉에 물방울 맺히는거 빼곤 만족!,5,2021-06-05T13:27:51.848+00:00
juwe***,이뻐여 배송도 암청빨라요,4,2021-07-04T04:29:22.039+00:00
vega***,쓸만해요 좋아요 디자인도 이쁨,5,2021-06-06T10:59:22.312+00:00
qkfr*****,너무 좋아요!! 일하면서 편하게 마실수 ㅆ겠어요!!! 감사합니다앙,5,2021-06-03T01:06:28.059+00:00
land****,배송도 빠르고 튀지않는 깔끔한 리유저블이라서 너무 좋아요! 세척솔 주셔서 감사드리고  잘 쓰겠습니다^^,5,2021-05-22T07:07:09.071+00:00
laur****,물을 많이 먹게되서 좋아요 근데 물이 너무 많이 생겨서 받침대 필수이네요 구매자분들에게 고지해주시면 좋을듯합니다,4,2021-05-25T16:34:23.703+00:00
hjjm******,용량도 크고 이뻐서 아주맘에들어요! 여름이라 물을달고사는 저에겐 필수품 감사합니당,5,2021-06-14T04:15:01.096+00:00
skee****,물자주마시려고 주문했어요 배송 빠르게 보내주셔서 빨리받아봣네용 세척솔도 유용하네용 ^^~~,4,2021-06-02T03:02:25.991+00:00
jiam******,친구선물로 주문했는데 배송도 빠르고 잘 받았습니다 아직 음료는 담아보지 않았는데  유용하게 잘 쓸 것 같습니다,5,2021-06-11T10:40:49.077+00:00
bakj*****,좋아요 잘와서 잘쓰고있어요,5,2021-07-23T01:30:44.481+00:00
xodl*****,가격대비 아주 만족스럽습니다,5,2021-06-05T13:55:35.578+00:00
xodl*****,화면과 같고 가격대비 아주 좋습니다,5,2021-06-04T11:06:15.277+00:00
ebbu***,맹물만 먹어도 상큼한 느낌이애요,5,2021-05-27T01:46:48.019+00:00
gamj*****,좋습니다! 집에서 커피를 내려 마시기 시작했는데 매장에서 사먹을때보다 좀 쓰더라고요. 알고보니 샷은 매장처럼 투샷을 내리는데 컵이 작아서 물양을 조금 밖에 못하다보니 그런거였어요. 제품 사이즈가 넉넉해서 얼음도 충분히 담기고 커피도 연하게 타 먹을 수 있어서 좋아요. 또 빨대 세척솔도 동봉해 주셔서 설거지도 편하게 할 수 있어서 아주 유용하게 사용 중입니다. 추천이요!,5,2021-04-20T05:39:36.530+00:00
ahj2***,프린팅도 반짐앖이 깔끔하고 찐하게 잘되서 왔어요!! 배송도 빠르구 너무좋아용ㅎㅎㅎ판매하는 여러곳중에 여기가 짱이에요!!,5,2021-05-12T08:56:22.042+00:00
jung********,배송 빠르고 구성도 너무 좋으네요 감사합니다,5,2021-05-28T03:46:47.379+00:00
sp****,그냥 투명한거 쓰다가 색변하는걸로 바꿔봤는데 여름이라 그런지 너무 잘어울리네요,5,2021-05-28T03:59:42.598+00:00
sunn*****,사이즈도 적당하고 컵홀더도 좋아여,5,2021-06-05T07:33:13.031+00:00
lebs******,딱 제가 원하는...! 너무 조아요ㅠㅠ,5,2021-06-04T15:29:29.371+00:00
im****,헬스장갈 때 항상 들고 다니는 텀블러가 너무 무거워서 가볍게 가지고 다니려고 구매했어요 용량도 커서 스벅 벤티는 당연하고 웬만한 빽다방 음료  대용량 음료도 소화 가능합니다 홀더는 궁금해서 구매해봤는데 물방울이 잘 맺히는 콜드컵에는 그냥 그렇네요 다른 곳보다 싸게 샀구 배송도 짱빨라요 담에 필요하면 여기서 또 주문할게요!,5,2021-04-21T10:46:09.281+00:00
secr******,친절하신 판매자님 덕분에 잘 구매한 것 같아요 사은품도 빠지지 않고 잘 왔습니당ㅎㅎ 또 필요하면 시애틀1호점에서 구매할거예요!!,5,2021-05-15T06:26:10.319+00:00
secr******,친절하신 판매자님 덕분에 잘 구매한 것 같아요 사은품도 빠지지 않고 잘 왔습니당ㅎㅎ 또 필요하면 시애틀1호점에서 구매할거예요!!,5,2021-05-15T06:25:31.657+00:00
blac******,냄새가 조금 나서 잘 헹구고 사용했습니다. 빠른배송 너무 감사합니다. 또 구매하러 올게요 선물오도 좋응 것 같아요! 솔도 잘쓸게요,5,2021-05-06T07:38:05.909+00:00
issj***,여름맞이 콜드컵도 핫컵이랑 같이 주문했어요~ 어제 받자마자 세척해서 아침에 들고왔네요~ 이따 스타벅스 가서 콜드컵에 담아 마시려구요 ㅎㅎ 남편이랑 하나씩 구분해서 쓰려고 두가지 구입했습니다 잘쓸게요~,5,2021-05-12T01:01:30.638+00:00
dkfm********,절대사지마세요  하루썼는데 깨짐 내구성은 이런식으로 만들고.스벅텀블러는 얀사요다신,1,2021-06-18T04:47:02.627+00:00
fine****,친구 선물로 줬는데 가볍고 좋대요~,4,2021-06-23T10:20:07.367+00:00
djfz*******,딱 생각한대로라 맘에듭니다,5,2021-06-23T08:29:16.863+00:00
ijh2***,아주 마음에 쏙 들어요,5,2021-06-25T00:57:16.467+00:00
tuna*****,가볍고 배송빠르고 구성품까지 너무 좋습니다.,5,2021-06-18T02:03:16.016+00:00
pilo******,이 상품만 사용합니다 맘에들어요,5,2021-06-21T07:24:00.747+00:00
dldn*****,아주아주 잘쓰고있어요 활용도 대박입니다~~~ 유리텀블러가 있긴 한데 들고다니다 깨질까봐 샀어요 가볍고 좋아용,5,2021-05-16T13:37:21.700+00:00
kkub****,뚜껑이 조금볼록휘긴했지만 만족하고 잘쓰고있습니다.,4,2021-06-17T14:24:17.495+00:00
yuse******,가격대비좋은제품이네요 배송도빨라요,5,2021-05-21T01:50:48.397+00:00
alsr****,배송빠르고 깔끔합니닿ㅎ,5,2021-06-03T05:43:22.839+00:00
jihy*****,크기도 넉넉한데 가볍고 디자인도 심플해서 예뻐요 뚜껑도 꽉 닫히네용 선물로 줬는데 엄청 좋아했어요~~,5,2021-05-16T01:39:15.199+00:00
k970***,좋아요 근데 슬리브는 별로에요 제대로 안껴짐,5,2021-05-23T03:42:32.937+00:00
dudq*****,거의 이것만 써요 완전 가볍고 좋아요,5,2021-05-26T08:35:01.153+00:00
en****,너무 가볍고 프린팅도 잘 되있어요!!!! 아주 만족합니당!!!!!,5,2021-05-29T03:40:53.670+00:00
jung*****,선물용으로 구매했어요! 빠르게 잘 받았습니다!,5,2021-05-20T07:42:14.461+00:00
ejin****,저는 꽤 오래 사용하고 있고  주변 지인 선물 했습니다.  정말 좋아요,5,2021-06-11T13:06:33.087+00:00
says******,테이크 아웃으로 좋아요 사이즈가 커서 좋아요,5,2021-05-24T04:53:35.757+00:00
hyeo****,데일리로 쓰기 좋아요,5,2021-06-18T04:06:21.846+00:00
knj2*****,배송 빠르고 꼼꼼한포장 좋아요 빨대파우치 너무 예뻐서 대만족입니다,5,2021-04-22T05:26:31.326+00:00
luci****,사무실에서 매일 쓰는 종이컵 줄이려고 주문했습니다. 가볍게 들고 다니기 좋고 디자인도 흔하지 않아서 마음에 듭니다.,5,2021-05-12T06:59:23.609+00:00
dlwl*******,생각보다 맘에 들었어요 규조토도 예상보다 좋았고 꽤 많이 사용할듯 싶어요 가벼움이 젤 큰 장점같아요 이쁘기도 하구요 사진으로 보이는것보단 더 작아요 딱 좋은것 같아요,5,2021-04-13T07:30:47.796+00:00
wlwl*****,아이스가오래가고 가벼워요,5,2021-05-17T23:05:09.028+00:00
reyd*****,예뻐요!!! 빨대없을줄알았는데 빨대도 있구~ 컬러변경잘되요 ㅎㅎ,5,2021-05-22T08:12:32.489+00:00
shi8***,가벼워서 좋네요^^,5,2021-06-02T14:12:52.217+00:00
kam9***,배송도 빠르고 퀄리티도 좋아요! 꼭 가지고 싶었는데 만족합니다,5,2021-06-03T13:42:09.828+00:00
hwya*****,예뻐요!!마니파세요!!!!,5,2021-06-18T06:28:20.429+00:00
smsg****,간편하게 쓰기 좋아요. 가격도 합리적이고 차에 가지고 다니기 좋습니다. 갈색로고는 흔하지 않아서 더 맘에 드네요,5,2021-05-05T05:45:51.075+00:00
dkst*******,편리하고 너무 좋습니다👍,5,2021-06-19T11:53:11.898+00:00
sn****,한줄로 스크래치가 나 있어서 조금 실망.... 교환하기 귀찮아 바로 사용했어요 좀더 확인하시고 배송해주셨음합니다.,4,2021-06-01T05:31:36.406+00:00
nina****,좋아요 잘 쓰고 있어요~,5,2021-06-17T04:02:24.634+00:00
zzoa*******,아주 잘 사용하고 있어요.세척도 편해요,5,2021-05-18T08:17:38.695+00:00
kwon********,정말 잘 쓰고 있었는데.. 한번 떨궜더니 완전히 깨지더군요ㅠㅠ 내구성은 부족한듯 싶습니다.. 하지만 가격대비 만족이에요!!,4,2021-05-28T23:47:55.021+00:00
qhda******,배송도 하루만에 오고 감사합니당~~~,5,2021-06-16T02:51:22.882+00:00
sola****,가벼우서 들고다니기도 좋고 넘 좋아요,5,2021-05-24T04:55:55.561+00:00
hywh******,제가 딱 원하던 컵이에요!! 불투명하고 가볍고 물도 많이 떠서 많이 먹을수 있어요!!? 물 많이 먹으려고 샀는데 너무 좋네요! ㅎㅎ 강추강추!! 근데 스트로우집은 크게 필요하는거 같아요 ㅋㅋ,5,2021-05-21T03:16:03.364+00:00
knw6***,정말 예뻐요. 잘 쓰겠습니다.,5,2021-05-20T00:21:52.370+00:00
in99****,저렴한 가격에 잘 샀어요 만족!!,5,2021-06-16T03:34:53.615+00:00
tnfl****,좋아요! 일할때 유용하게 잘 쓰고 있어요!,5,2021-06-07T13:13:28.156+00:00
sjpa******,맘에들어요 가볍고 크고,5,2021-06-11T07:34:14.060+00:00
sso0***,배송도 너무 빠르고 전에 구입해서 쓰고 다시 재구입이라 말 안해도 좋은건 다 알쥬ㅋㅋ 홀더를 같이 살걸 그랬어여ㅠㅠ 얼음을 많이 담아서 먹으면 좀 많이 우는게 ㅠㅠ 그래도 예쁘니 됐어요ㅋㅋ,5,2021-05-16T15:22:03.866+00:00
bomb******,더치커피 자주드시거나 스타벅스 자주 가시는 분들은 좋아하지 않을까 합니다. 용량도 커서 좋은거 같아요ㅎㅎ,5,2021-05-27T11:08:54.096+00:00
zzoa*******,디자인도 이쁘고 커피맛이 더 좋게 느껴져요,5,2021-05-18T08:18:54.712+00:00
koog*****,좋네요 가격대비 캠핑가서 편하게쓸듯요,5,2021-06-06T11:20:42.565+00:00
b229****,꼼꼼한포장과 빠른배송 좋습니다,5,2021-06-11T04:53:55.944+00:00
b229****,꼼꼼한포장과 빠른배송 좋습니다,5,2021-06-11T03:52:38.674+00:00
